System,Region,Coordinates,SecurityRating,Stations,AsteroidBelts,IceBelts
42G-OB,The Kalevala Expanse,"8.30304113833329,11.1759467283384",-0.909673554,0,6,0
LEM-I1,The Kalevala Expanse,"8.18898822385527,10.9162315494283",-0.937361441,0,8,0
1S-SU1,The Kalevala Expanse,"8.06663754236074,10.322233112181",-1,0,3,0
ND-GL4,The Kalevala Expanse,"8.38247208153187,11.0030399203876",-0.848815988,0,15,0
9-0QB7,The Kalevala Expanse,"8.40380394186996,12.8751078279723",-0.623012282,0,4,0
M-75WN,The Kalevala Expanse,"8.63044429052788,12.2820135449539",-0.686901577,0,12,0
PNFW-O,The Kalevala Expanse,"9.06036999966712,12.2093545625204",-0.712350057,0,20,0
HVGR-R,The Kalevala Expanse,"8.88730649128891,12.4508969033163",-0.751167351,0,10,0
K76A-3,The Kalevala Expanse,"10.1772410548522,12.1829258913161",-0.888326269,0,19,0
K95-9I,The Kalevala Expanse,"8.48357697757186,11.989375086501",-0.779339363,0,27,0
R1O-GN,The Kalevala Expanse,"9.2027511185324,11.7704182096787",-0.31428855,0,6,0
GQ-7SP,The Kalevala Expanse,"9.04969450562556,11.4337049907994",-0.15319613,0,8,0
BGMZ-0,The Kalevala Expanse,"9.24307316064271,11.0820735948169",-0.173471831,0,3,0
I2D3-5,The Kalevala Expanse,"8.59229398424722,11.2598241387631",-0.442038765,0,10,0
FZX-PU,The Kalevala Expanse,"8.16678090090583,11.2155242593962",-0.334118686,0,20,0
O9K-FT,The Kalevala Expanse,"9.01602965774839,11.350618439477",-0.070349461,0,17,0
RQOO-U,The Kalevala Expanse,"8.41645253735654,10.9786100994969",-0.629023456,0,13,1
FB5U-I,The Kalevala Expanse,"12.3946392346547,15.2381785717666",-0.572423941,0,9,0
BZ-BCK,The Kalevala Expanse,"13.1262802574314,15.4501288050108",-0.802989742,0,26,0
5-VFC6,The Kalevala Expanse,"13.6131551771113,15.3753598841371",-0.632650033,0,29,0
O5-YNW,The Kalevala Expanse,"13.3135439164778,15.8618007509322",-0.966394154,0,12,0
86L-9F,The Kalevala Expanse,"13.5270170132552,16.1487376671797",-0.972123621,0,5,1
IUU3-L,The Kalevala Expanse,"13.2108882009434,16.0612988160127",-0.9910411,0,31,0
J-OAH2,The Kalevala Expanse,"12.8859871061475,15.9138444281189",-0.86396258,0,22,1
S-LHPJ,The Kalevala Expanse,"13.4832733101468,16.1964555291085",-1,0,11,0
4U90-Z,Deklein,"26.493964547289,-19.2708035940215",-0.101280632,0,6,0
T-945F,Deklein,"26.6173679909727,-19.8089747370867",-0.087735031,0,3,0
FO8M-2,Deklein,"26.9601814921394,-19.6656696005602",-0.10313993,0,11,1
AD-CBT,Deklein,"26.2103470321292,-20.057647316178",-0.169815011,0,16,0
QPO-WI,Deklein,"27.3407060969221,-19.8873735172156",-0.136896191,0,4,0
R8S-1K,Deklein,"26.7950412881897,-19.025677006302",-0.057461235,0,6,1
94-H3F,Deklein,"27.6321218504496,-20.5044289911243",-0.222126301,0,3,0
CU9-T0,Deklein,"27.6836726201109,-21.1268637781365",-0.428892253,0,5,0
XCF-8N,Deklein,"27.2534570519236,-20.9878300163201",-0.449263831,0,6,0
FMB-JP,Deklein,"27.3257040519354,-21.7154394969795",-0.58450358,0,3,0
0P-F3K,Deklein,"26.9459121872709,-22.6430487784609",-0.56634562,0,10,0
K5F-Z2,Deklein,"26.9268962565993,-23.148746879895",-0.685005426,0,8,0
TXME-A,Deklein,"27.9427683540602,-22.6503894220752",-0.809003464,0,13,0
YA0-XJ,Deklein,"27.8831250728597,-23.7350566955268",-0.820097845,0,5,0
2-KF56,Deklein,"28.1590473452496,-23.8645074523555",-0.828058755,0,9,0
VFK-IV,Deklein,"28.4957546786617,-24.7700153492033",-0.849244096,1,12,0
2R-CRW,Deklein,"28.1972940260352,-24.4402911175624",-0.877548211,0,18,1
CCP-US,Deklein,"27.978295950943,-25.4828037628901",-0.93983125,0,14,0
II-5O9,Deklein,"28.5318472799883,-25.5020492266257",-0.693123603,0,7,0
I30-3A,Deklein,"28.9021959194091,-25.3867736072531",-0.845950225,0,5,0
2O9G-D,Deklein,"29.238959164682,-24.9812446132635",-0.811414553,0,11,1
NC-N3F,Deklein,"29.7648988444621,-24.3196729692328",-0.686807815,0,10,0
JU-OWQ,Deklein,"29.579715696551,-25.4390482888474",-0.815048043,0,18,1
S-DN5M,Deklein,"29.2957862518799,-25.6701851312175",-0.852783948,0,14,0
MXX5-9,Deklein,"30.5430865220718,-25.8483233799988",-0.76993967,0,8,0
ZZZR-5,Deklein,"30.8236759665666,-26.3724944781548",-0.750826202,0,5,0
C7Y-7Z,Deklein,"28.9017486242155,-25.5603741641139",-0.677768554,0,5,0
X-Z4DA,Deklein,"29.3193840154292,-25.3414378864112",-0.423377509,0,8,0
3OAT-Q,Deklein,"29.9191803693253,-24.1896733929873",-0.352451171,0,7,0
N-TFXK,Deklein,"30.1468418458367,-24.5462883046785",-0.47748061,0,14,0
33RB-O,Deklein,"29.8995023240793,-25.6622103289593",-0.2791384,0,19,0
DKUK-G,Deklein,"30.6544718504767,-24.4768972255338",-0.360802168,0,8,0
3QE-9Q,Deklein,"30.9379157444024,-26.08918300707",-0.772649322,0,3,0
E-FIC0,Deklein,"31.6318795048988,-25.9043824142757",-0.732806212,0,14,1
ZOYW-O,Deklein,"31.1104539751706,-26.7976250064102",-0.81723301,0,5,0
85-B52,Deklein,"31.4457370268014,-26.516514698429",-0.765416284,0,10,0
YZ-UKA,Deklein,"31.9103384119264,-26.2030696572172",-0.752521759,0,10,0
RO0-AF,Deklein,"31.6320119279865,-27.5555402069946",-0.838473274,0,17,0
5W3-DG,Deklein,"31.8262998870433,-28.2557337300246",-0.779295292,0,4,0
LT-DRO,Deklein,"31.6242048613102,-28.9882413872273",-0.725104488,0,9,0
7T6P-C,Deklein,"32.0391976796012,-28.914517136014",-0.640046453,0,15,0
8S28-3,Deklein,"31.8093556393526,-29.681725482538",-0.666797523,0,25,1
E3UY-6,Deklein,"31.9487381148576,-30.3671612073285",-0.613819529,0,9,0
LEK-N5,Deklein,"32.6943732969528,-31.2453399571794",-0.560623512,0,7,0
AGG-NR,Deklein,"32.159484770798,-31.222733894117",-0.558633681,0,10,0
0V0R-R,Deklein,"32.8096400882327,-30.7099452811904",-0.57975789,0,18,0
O-2RNZ,Deklein,"31.2598741076986,-31.8749608944401",-0.514816292,0,8,3
OWXT-5,Deklein,"32.8410508036478,-31.7240252551278",-0.562114108,0,25,1
3JN9-Q,Deklein,"30.8879363932933,-32.1650730177533",-0.495398139,1,14,0
3T7-M8,Deklein,"32.7960211268499,-32.8390438607436",-0.58820972,0,27,0
WUZ-WM,Deklein,"31.8743252642982,-33.37527721529",-0.52681577,0,27,0
MZ1E-P,Deklein,"33.372137320811,-33.2305301402722",-0.638647876,0,10,0
43B-O1,Deklein,"31.3760972868478,-33.2697067242479",-0.502154313,0,5,0
J1AU-9,Deklein,"33.79581413961,-34.3963638330215",-0.730421159,0,13,1
X3-PBC,Deklein,"34.1692085061282,-34.7963987471596",-0.772970288,0,7,0
4N-BUI,Deklein,"32.1069099306884,-34.2299111706414",-0.517470043,0,22,0
N2IS-B,Deklein,"32.6604583168922,-32.9151958655297",-0.59965655,0,7,1
XCBK-X,Deklein,"32.2764907163046,-34.0539064023541",-0.480200411,0,4,0
GY5-26,Deklein,"32.2955360743736,-34.5236457967386",-0.537549918,0,15,1
VPLL-N,Deklein,"31.8016280264055,-34.6778537533089",-0.490012996,0,11,0
9CK-KZ,Deklein,"32.4544965421833,-34.8275799298193",-0.508081061,0,10,0
5S-KXA,Deklein,"31.1977147913811,-34.2044506580247",-0.529804845,0,7,0
U-TJ7Y,Deklein,"34.4370559234729,-34.0465083752578",-0.727355588,0,10,0
A4L-A2,Deklein,"35.0353338278048,-34.8240339382624",-0.818847043,0,12,0
CZDJ-1,Deklein,"35.5068771167089,-35.9951910321003",-0.945543254,1,4,1
RG9-7U,Deklein,"35.5886085403268,-36.7936305876775",-0.977181412,0,6,1
UJY-HE,Deklein,"36.1252891897583,-37.4111833831425",-1,0,2,0
UEJX-G,Deklein,"35.0837535315119,-35.1466985573062",-0.785324387,0,17,0
Tzvi,Devoid,"-3.44018623265644,-13.7764547025494",0.279870936,1,7,0
Raa,Devoid,"-3.98204940021002,-14.152421016292",0.309656981,0,3,0
Sifilar,Devoid,"-3.13856802918047,-14.2844584340902",0.257302725,0,10,0
Arzad,Devoid,"-2.43927130353777,-14.5822098884361",0.22042978,1,29,0
Oyeman,Devoid,"-3.01100411497296,-13.9156194158938",0.222380665,0,9,0
Ezzara,Devoid,"-2.08254493587942,-14.4283830155774",0.184510739,0,2,0
Odin,Devoid,"-5.78039158520688,-12.6047988158116",0.60666929,0,3,0
Esescama,Devoid,"-6.45025327159976,-12.6385651879428",0.612691959,1,8,1
Choonka,Devoid,"-7.45159416110526,-12.0664901000332",0.649812201,1,10,0
Thasinaz,Devoid,"-7.98772084149429,-12.321059177309",0.637162895,1,6,0
Dihra,Devoid,"-8.1674040243028,-12.2406372692799",0.589286843,2,13,1
Dital,Devoid,"-8.50259585099251,-12.2380152955693",0.478715399,0,10,0
Eredan,Devoid,"-3.6774623485222,-11.2875571756837",0.701651512,3,1,0
Ohide,Devoid,"-5.57478882371548,-12.9758860808178",0.573906955,4,8,0
Sasoutikh,Devoid,"-5.18639572283407,-12.5915064978085",0.593643621,2,9,0
Gheth,Devoid,"-4.29020009967101,-12.0585918088168",0.596575984,5,13,0
Lisudeh,Devoid,"-3.57600432467016,-10.6844774691592",0.759168548,8,9,0
Mehatoor,Devoid,"-3.9150378872777,-11.632760910497",0.659472795,3,4,0
Roushzar,Devoid,"-4.05942889173444,-14.6445060420265",0.366979769,4,12,0
Labapi,Devoid,"-4.21188003761486,-14.9707872778625",0.383782714,0,9,0
Arayar,Devoid,"-3.97251531811572,-15.4073311900576",0.386265072,2,6,0
Asghed,Devoid,"-3.6047345797321,-15.3339571238764",0.355537674,3,13,0
Tararan,Devoid,"-2.97001977436036,-15.4188549264366",0.327187962,2,10,0
Sosan,Devoid,"-3.2956469881139,-15.3980306872762",0.335651306,2,12,1
Halmah,Devoid,"-4.13621983694658,-16.0749795745381",0.448846397,2,1,0
Rahadalon,Devoid,"-9.48914583651745,-11.8746887490971",0.393500185,3,4,0
Soosat,Devoid,"-9.58635087768637,-12.6124263757558",0.336626761,1,25,0
Ibash,Devoid,"-9.0866412347567,-11.3602249863024",0.219099196,5,7,0
Itsyamil,Devoid,"-10.1824084912931,-11.7294002115658",0.248296623,0,20,0
Mendori,Devoid,"-9.181828297867,-12.3292421777936",0.538220218,2,5,0
Ussad,Devoid,"-9.2260936001492,-10.2102805723015",0.162369819,1,18,2
Nakatre,Devoid,"-9.64125415417645,-13.2560326442423",0.582038997,8,11,0
Laddiaha,Devoid,"-8.89329642116785,-13.598419449335",0.717931375,2,12,0
Hakshma,Devoid,"-9.7185766302785,-13.2250118405698",0.562468977,1,12,0
Uadelah,Devoid,"-7.75149233803784,-13.5366162032699",0.829693831,0,15,0
Akes,Devoid,"-7.38496483541532,-13.243707013514",0.808522757,3,16,0
Riavayed,Devoid,"-9.46714671182517,-13.7371839512229",0.647600933,7,10,2
Hati,Devoid,"-8.22437162690133,-14.4049088467453",0.849034765,1,2,0
Naeel,Devoid,"-8.68811373459616,-12.2990563741805",0.58182666,3,14,0
Lower Debyl,Devoid,"-9.02869885235451,-12.6179410545108",0.600679393,3,16,0
Ehnoum,Devoid,"-9.16751853047751,-12.2611738564539",0.56712684,1,12,0
Upper Debyl,Devoid,"-8.7049777929013,-12.7516455296481",0.695128453,0,14,0
Shastal,Devoid,"-9.55407132066005,-12.4848162974696",0.495019521,0,10,0
Thakala,Devoid,"-10.1155312405123,-12.28865970394",0.352545064,5,2,0
Mili,Devoid,"-4.84116035368504,-16.2080631333402",0.560560411,5,5,0
Faktun,Devoid,"-4.90446292144568,-16.619345167334",0.626366504,0,15,0
Halenan,Devoid,"-4.77011656297913,-16.568724300801",0.637247183,5,7,0
Ulerah,Devoid,"-4.63326925064475,-17.121026440365",0.680707084,4,8,0
Uktiad,Devoid,"-4.28275131067919,-16.7365688749703",0.556911286,1,6,0
Nidebora,Devoid,"-4.739329706494,-17.6484139440111",0.811852435,0,3,0
Arveyil,Devoid,"-3.92204195601213,-16.7671070706773",0.525392789,0,12,1
Palpis,Devoid,"-3.52619749123351,-16.9128590883982",0.496165362,0,9,0
Arnatele,Everyshore,"1.15354521380123,-20.0311965744797",0.622930653,0,14,0
Halle,Everyshore,"1.34627398496282,-19.3738786487884",0.72836249,5,5,0
Mormoen,Everyshore,"1.09486080327097,-19.2840458855694",0.718039484,5,7,0
Amattens,Everyshore,"1.51759870690548,-20.2211101631979",0.590050218,1,10,0
Jurlesel,Everyshore,"1.4117503116591,-20.7465245654297",0.599249713,4,7,0
Bereye,Everyshore,"1.82699390591708,-19.7746845587817",0.691886495,4,5,0
Aice,Everyshore,"2.0313805836282,-20.43518651994",0.691166783,2,7,0
Junsoraert,Everyshore,"0.87893668707528,-20.3198461604289",0.524183188,2,5,0
Harerget,Everyshore,"2.72419060952707,-17.3765967820004",0.833757833,4,5,0
Azer,Everyshore,"2.35165827944829,-17.5132616449771",0.657069503,4,16,0
Cherore,Everyshore,"1.99481199548734,-17.5769497105727",0.702886384,0,13,0
Torvi,Everyshore,"2.51272169679887,-16.9689490213545",0.530308594,1,11,0
Mosson,Everyshore,"1.95914995255278,-17.8722792969364",0.656580079,0,9,0
Mya,Everyshore,"1.69473210486576,-16.9709868628763",0.371081441,1,3,0
Gerper,Everyshore,"1.38086321835716,-16.9398100944635",0.3544372,5,14,0
Marosier,Everyshore,"0.644093934260326,-17.9602345974664",0.603445599,3,4,0
Lirsautton,Everyshore,"1.6234609881669,-17.9699676817581",0.835555853,6,16,0
Blameston,Everyshore,"2.3789002480771,-18.1992682596784",0.951609548,3,26,0
Vaurent,Everyshore,"1.83840489890404,-18.6183941443716",0.584309977,1,12,1
Aclan,Everyshore,"0.689675189252795,-18.9577293369615",0.506709485,6,9,0
Jaschercis,Everyshore,"1.37041045230026,-18.1632050856566",0.612703872,5,10,1
Ardallabier,Everyshore,"1.30685067142654,-17.2248106934124",0.713631933,4,16,1
Athinard,Everyshore,"2.4997087543746,-18.6074736679264",0.974909036,3,2,0
Meves,Everyshore,"2.82366394491238,-18.4112184929226",0.979147347,0,10,0
Ethernity,Everyshore,"2.95613982967565,-18.156251411221",0.935634067,3,15,0
Mattere,Everyshore,"3.23624353956793,-17.9571314871339",0.951122739,1,14,0
Gicodel,Everyshore,"3.65059888871496,-17.7235477636002",0.85842591,2,19,0
Frarolle,Everyshore,"3.74333907059994,-17.0603296613189",0.79046026,2,12,0
Quier,Everyshore,"3.59619477306099,-16.7348385488671",0.733882124,6,11,0
Atlanins,Everyshore,"2.56121018655403,-18.6796750556065",0.629053009,2,16,0
Leremblompes,Everyshore,"2.37648169065967,-19.394329161048",0.647192765,2,9,0
Bille,Everyshore,"2.1149109356576,-19.5294829314257",0.515858196,5,4,0
Colcer,Everyshore,"2.48923630879797,-18.9066405761153",0.851224896,4,13,0
Alachene,Everyshore,"2.52248420841081,-18.6669830548191",0.342365306,5,5,1
Uphene,Everyshore,"2.02420620433553,-19.9926438496498",0.578327172,2,22,0
Elarel,Everyshore,"2.12755769193841,-19.3596461280663",0.394526748,0,20,0
Enedore,Everyshore,"2.45331879999057,-21.0249040185739",0.646758334,0,16,0
Angymonne,Everyshore,"2.4458159382976,-21.3411461260432",0.561335279,1,7,3
Averon,Everyshore,"1.89851313165949,-21.5669801663209",0.576088328,1,11,0
Carirgnottin,Everyshore,"2.04199575167947,-21.9710863496568",0.624877551,4,6,1
Laic,Everyshore,"2.75903420527264,-20.5009374402387",0.793172934,1,9,0
Odixie,Everyshore,"1.98957540485848,-22.1773453402553",0.550303275,1,4,0
Antollare,Everyshore,"2.82411970044765,-20.7162585723694",0.68942719,2,4,1
Tolle,Everyshore,"2.02212256654171,-22.6591411054397",0.708052067,3,3,1
Avele,Everyshore,"3.18819498816476,-20.0217401069581",0.710143582,2,8,0
Scuelazyns,Everyshore,"2.42622562322225,-21.8796439123337",0.641686662,2,13,0
Aydoteaux,Everyshore,"1.79140230461695,-23.0949758193542",0.680552867,4,9,2
Muer,Everyshore,"2.59163416749141,-21.6369524349053",0.581163868,0,1,0
Groothese,Everyshore,"1.62733251924243,-19.4268537004779",0.268258452,7,16,0
Olide,Everyshore,"0.854845648153912,-20.0299679840871",0.741600121,9,21,0
Adeel,Everyshore,"0.376811429458657,-19.5982987065668",0.353048396,3,5,0
Mannar,Everyshore,"0.63726187740024,-20.7476501601937",0.285022775,6,3,2
Mormelot,Everyshore,"0.232001177751349,-20.7197383523208",0.232084034,1,8,0
Angatalie,Everyshore,"1.12732906296578,-20.9146060294429",0.160466393,0,10,0
Lamaa,The Bleak Lands,"-4.21999682664813,-13.6504086860047",0.355271174,1,20,0
Tuomuta,The Bleak Lands,"-4.69008088847222,-14.3987202824817",0.453748686,1,3,0
Otelen,The Bleak Lands,"-6.43838817834298,-15.3250906740108",0.784819393,0,34,0
Kuomi,The Bleak Lands,"-5.43562742093278,-14.8208065550143",0.567863364,2,10,0
Huola,The Bleak Lands,"-3.58837924613558,-13.965828300036",0.370248588,2,4,0
Kourmonen,The Bleak Lands,"-3.28540113286456,-13.7144866634971",0.363480159,5,11,0
Kamela,The Bleak Lands,"-4.37297251445131,-13.6776495511181",0.440865678,1,8,0
Sosala,The Bleak Lands,"-4.76061411528225,-14.3032418889797",0.420527431,1,0,1
Anka,The Bleak Lands,"-4.77392850374852,-14.9455945538616",0.414599901,2,10,0
Iesa,The Bleak Lands,"-4.93009558379864,-15.5807978526722",0.413818546,2,4,0
Netsalakka,The Bleak Lands,"-5.66935901673956,-15.8929642770671",0.483956068,3,9,0
Sasiekko,The Bleak Lands,"-6.02251548328621,-16.5073727640222",0.542634674,3,1,0
Myyhera,The Bleak Lands,"-5.59468720599649,-16.3707314428832",0.481707342,5,15,0
Gammel,The Bleak Lands,"-5.25969658856593,-15.0521493885798",0.465589281,2,9,0
Uusanen,The Bleak Lands,"-4.014091699518,-15.9133000227947",0.402339269,4,1,0
Erkinen,The Bleak Lands,"-4.5610590347794,-16.961462712529",0.592004469,2,12,1
Saikamon,The Bleak Lands,"-4.91317892416376,-16.3863441046145",0.412492149,2,2,0
Jarkkolen,The Bleak Lands,"-7.64870567094455,-14.4442340385888",0.820600654,0,50,0
Ronne,The Bleak Lands,"-6.85091572344351,-14.4752901550024",0.724133926,1,13,0
Hatori,The Bleak Lands,"-6.6493253762934,-14.2258833644185",0.572819732,3,9,0
Junsen,The Bleak Lands,"-7.12453751550662,-14.0191358803872",0.809590822,1,6,0
Malpara,The Bleak Lands,"-6.15367817412938,-14.6828748461241",0.474423789,1,5,0
Hakodan,The Bleak Lands,"-6.4934341773262,-14.2264822102597",0.726667545,0,4,0
Sahtogas,The Bleak Lands,"-4.10027069376954,-16.0714909664015",0.279866538,1,12,0
Haras,The Bleak Lands,"-3.82177610624981,-17.2138519614463",0.279961992,0,20,1
Oyonata,The Bleak Lands,"-3.81645601559957,-15.7484585061092",0.258891056,2,11,0
Kurniainen,The Bleak Lands,"-2.38116688698175,-15.9162074414607",0.114373585,1,17,0
Saidusairos,The Bleak Lands,"-2.15699935233336,-16.3520186135376",0.104733288,0,9,0
Tannakan,The Bleak Lands,"-4.41531694874374,-15.687561621304",0.247081948,1,10,1
Komaa,The Bleak Lands,"-4.57650947845976,-16.9432266056818",0.556721653,11,10,0
Ayeroilen,The Bleak Lands,"-4.056666034718,-16.8319472155927",0.4465684,2,9,0
Imata,The Bleak Lands,"-4.26454978094752,-17.4013039553177",0.488354815,3,3,0
Furskeshin,The Bleak Lands,"-4.83710931597918,-17.6419929039654",0.605503311,1,21,0
Kurmaru,The Bleak Lands,"-4.79393723846887,-17.1824750872744",0.61912138,2,5,0
Satalama,The Bleak Lands,"-4.5863621112197,-18.1349342645354",0.660754549,1,1,0
VYJ-DA,Esoteria,"-34.9511834792005,-11.2598131035161",-0.065753851,0,11,0
HHQ-M1,Esoteria,"-35.5914482761362,-11.7352437405462",-0.109914503,0,13,0
A-CJGE,Esoteria,"-36.318838523384,-12.1147295611357",-0.183121067,0,10,2
G2-INZ,Esoteria,"-36.2475184835664,-12.4028244422318",-0.114595128,0,4,0
WAC-HW,Esoteria,"-37.0832071339444,-12.1622120045643",-0.326587813,0,1,1
HT4K-M,Esoteria,"-35.7439582765954,-10.5061141014067",-0.127466741,0,18,1
RBW-8G,Esoteria,"-37.5554566782874,-11.8918154461764",-0.513164349,0,10,0
4-OUKF,Esoteria,"-36.9727929069995,-9.87412279399339",-0.278141707,0,17,0
HAJ-DQ,Esoteria,"-37.4181017447444,-9.96363921357763",-0.364969298,0,19,0
JAUD-V,Esoteria,"-37.518543054959,-9.10673199811159",-0.172428686,0,3,0
DTX8-M,Esoteria,"-38.3660644284474,-8.31074668066299",-0.273066122,0,5,1
C9N-CC,Esoteria,"-39.6136766282432,-7.96319758887841",-0.305573502,1,3,0
X-7BIX,Esoteria,"-40.8496826948732,-7.94904599332173",-0.279755517,0,8,0
5-9UXZ,Esoteria,"-40.6412431405065,-8.59509031481749",-0.276060058,0,8,0
Q0OH-V,Esoteria,"-41.3656229732438,-8.08308520415157",-0.245269228,0,28,0
C-VZAK,Esoteria,"-37.947563874213,-12.0578105136179",-0.533793489,0,9,1
0-O6XF,Esoteria,"-38.3539904013388,-12.443703396257",-0.619790982,0,17,0
D-FVI7,Esoteria,"-39.1912622409873,-11.4087940333485",-0.809237883,0,4,0
VL7-60,Esoteria,"-38.3040816755268,-12.6721564675271",-0.550166397,0,11,0
NH-R5B,Esoteria,"-37.9071778274354,-12.7325030615102",-0.477510447,0,1,0
FN-GFQ,Esoteria,"-37.4929501192547,-12.9707377721527",-0.365434899,0,6,0
XKZ8-H,Esoteria,"-41.7490373402294,-7.60018370763556",-0.339473379,0,15,0
WX-6UX,Esoteria,"-42.294390219543,-7.04248092019209",-0.728551782,0,3,1
BZ-0GW,Esoteria,"-42.3657926555919,-6.50855981699931",-0.839657612,0,27,0
16P-PX,Esoteria,"-42.6214836492881,-7.01634652209766",-0.716843643,0,18,1
CR-0E5,Esoteria,"-42.6784725866626,-7.14388965327616",-0.615522065,0,8,0
Z-Y9C3,Esoteria,"-42.5303295997312,-6.59261599837639",-0.640747589,0,9,0
A1-AUH,Esoteria,"-41.8283292394945,-8.22151938443957",-0.207342592,0,7,0
F-UVBV,Esoteria,"-41.9077211915466,-7.88192964560443",-0.164001809,0,9,1
R-FM0G,Esoteria,"-41.4353657087952,-7.87265121331713",-0.154520906,0,4,0
TEIZ-C,Esoteria,"-42.2241354488138,-7.53026293681912",-0.132260561,0,6,0
VUAC-Y,Esoteria,"-42.4109606407902,-7.75818852347917",-0.308027654,0,14,0
V-XANH,Esoteria,"-41.8796298771266,-8.81078811656706",-0.24574765,0,3,1
450I-W,Esoteria,"-42.567611064524,-7.71541297902002",-0.418664492,0,5,0
OIOM-Y,Esoteria,"-42.3523414300996,-8.4534463501939",-0.141866998,0,4,0
G-YZUX,Esoteria,"-42.1575738058571,-8.88782809043182",-0.316694019,0,10,0
CZ6U-1,Esoteria,"-41.7725909630374,-9.30774483419644",-0.345138716,0,5,0
D-PNP9,Esoteria,"-42.4169461567,-9.06785042305636",-0.569600235,0,10,0
E1UU-3,Esoteria,"-42.7628112702152,-9.07232116780744",-0.678748509,0,7,0
P-3XVV,Esoteria,"-42.6855469132207,-8.51103928322029",-0.186492752,0,16,0
BY-MSY,Esoteria,"-42.8234815647364,-9.62607113123736",-0.863413632,0,16,1
6EK-BV,Esoteria,"-41.7646161607792,-9.11790922786377",-0.39292361,0,3,0
IR-FDV,Esoteria,"-43.3720626203817,-8.1741796634733",-0.023180252,0,13,0
NIZJ-0,Esoteria,"-43.9353308486918,-8.29602713791357",-0.042967224,0,11,0
J-RVGD,Esoteria,"-44.3513300810914,-8.90141762432462",-0.042487293,0,13,0
V1ZC-S,Esoteria,"-43.5910253825785,-8.00614454747913",-0.064693682,0,2,0
H-T40Z,Esoteria,"-43.8630603069349,-9.50832361742729",-0.05740207,0,15,0
6-TYRX,Esoteria,"-43.7912341172523,-8.15871193126602",-0.012959861,0,5,1
Q1-R7K,Esoteria,"-44.2166000640388,-8.47557421938332",-0.008620677,0,6,0
111-F1,Esoteria,"-44.3156082640091,-9.43502606225719",-0.095853135,1,12,0
JD-TYH,Esoteria,"-44.1672887130637,-7.51302956573673",-0.109894178,0,21,0
02V-BK,Esoteria,"-44.9981247991067,-6.71184002770074",-0.162902086,0,16,2
A5MT-B,Esoteria,"-43.7085109932708,-7.92803121227478",-0.110065471,0,11,0
R-ARKN,Esoteria,"-45.608785717649,-6.41569751177158",-0.254932668,0,9,1
SN9S-N,Esoteria,"-44.650670610391,-7.84079908799042",-0.055676708,0,14,0
MS2-V8,Esoteria,"-46.4689961490215,-5.9511844084376",-0.211207467,0,10,0
Z-MO29,Esoteria,"-44.6821048679832,-8.30115926155171",-0.037040175,0,5,0
G-JC9R,Esoteria,"-44.7504880617065,-7.96304603823085",-0.029238251,0,10,0
DIBH-Q,Esoteria,"-45.1627176551067,-7.36048057400763",-0.039681872,0,8,2
DNEP-Y,Esoteria,"-44.4814194106258,-8.92253834365655",-0.08374839,0,26,0
YAP-TN,Esoteria,"-45.5539567450156,-7.19712660805259",-0.042183369,0,7,1
PE-H02,Esoteria,"-44.8235148854502,-9.06411756820338",-0.045821714,0,5,0
H-YHYM,Esoteria,"-44.7761722217658,-7.19875982402518",-0.033922868,0,3,0
G-4H4C,Esoteria,"-45.2671581373847,-6.64329277680088",-0.063564606,0,4,0
HHE5-L,Esoteria,"-45.8324421367225,-6.87720461490364",-0.118340803,0,1,0
P9F-ZG,Esoteria,"-46.8427171588885,-6.11206169801889",-0.288211911,0,12,0
QFGB-E,Esoteria,"-47.4259724190834,-5.79887304227048",-0.491351521,0,13,1
7P-J38,Esoteria,"-48.2310625478937,-5.81646800150656",-0.576320906,0,16,0
WT-2J9,Esoteria,"-48.1116788752077,-5.10687944043918",-0.78183033,0,9,0
PK-PHZ,Esoteria,"-46.0276688270929,-5.42215375710283",-0.297347309,0,4,0
L-M6JK,Esoteria,"-46.0747319311656,-4.98557048588683",-0.349438475,0,1,0
C-PEWN,Esoteria,"-48.3587300093224,-4.22355238195413",-1,0,9,0
DL-CDY,Esoteria,"-44.866908403619,-6.71305831850266",-0.109156528,0,9,0
29YH-V,Esoteria,"-45.395258180262,-6.26355976677691",-0.247226971,0,5,1
LG-RO2,Esoteria,"-45.6804618276882,-5.85874769572223",-0.478239749,0,11,0
X-HISR,Esoteria,"-44.6476631389997,-6.08239418298698",-0.245181115,0,12,0
QS-530,Esoteria,"-44.9707250266893,-5.48266992600935",-0.55578457,0,18,0
VR-YRV,Esoteria,"-45.0792735619413,-5.27585586268319",-0.631581818,0,7,0
IPX-H5,Esoteria,"-45.7171694598212,-4.69650303204876",-0.909893564,0,4,0
KSM-1T,Esoteria,"-46.5627515735089,-8.1646032796399",-0.223803216,0,3,0
YRV-MZ,Esoteria,"-47.4603758927619,-7.56913200528368",-0.217866579,0,9,0
6SB-BN,Esoteria,"-47.3242863335727,-8.32934842188207",-0.48932952,0,5,0
B1D-KU,Esoteria,"-47.0805163451482,-8.50905514652826",-0.385899374,0,4,0
QFIU-K,Esoteria,"-47.6265725370902,-8.03763177405952",-0.357981822,0,5,0
2R-KLH,Esoteria,"-47.2002796299243,-8.8889220508601",-0.60546596,0,16,0
QB-AE6,Oasa,"8.6094273024809,18.3689049572786",-0.20128638,0,6,0
